User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1005376,Priya Malhotra,8201,F,26-35,33,Married,Karnataka,West,Student,Electronics,6,9620,Pending,304
1001590,Mohit Khanna,2903,M,55+,56,Married,Bihar,South,Healthcare,Sports,4,6364,Delivered,747
1000297,Riya Verma,5745,F,26-35,34,Married,Jharkhand,Central,Business,Home,2,28569,Cancelled,255
1002338,Vikas Nair,4917,M,46-55,47,Married,Karnataka,West,Healthcare,Grocery,3,32096,Cancelled,403
1000537,Neha Nair,2644,F,26-35,28,Married,Uttar Pradesh,West,Healthcare,Clothing,8,9744,Cancelled,198
1004885,Karan Kumar,6501,M,26-35,34,Married,Delhi,East,Govt,Electronics,2,41519,Returned,932
1000408,Pooja Mehta,7419,F,18-25,22,Married,Madhya Pradesh,East,Govt,Clothing,3,7771,Delivered,138
1005419,Amit Mehta,9089,M,46-55,51,Married,Uttar Pradesh,Central,Healthcare,Grocery,6,23118,Cancelled,815
1006503,Anita Gupta,3952,F,18-25,22,Married,Uttar Pradesh,West,Business,Sports,2,19524,Returned,529
1003350,Vivaan Sharma,5517,M,46-55,53,Unmarried,Andhra Pradesh,South,Govt,Clothing,1,24365,Cancelled,800
1005867,Aditya Reddy,8990,M,46-55,47,Unmarried,Gujarat,East,Education,Clothing,2,6758,Cancelled,987
1000758,Suman Malhotra,6251,F,26-35,26,Married,Andhra Pradesh,South,Student,Home,3,30640,Delivered,370
1000631,Raj Joshi,2319,M,36-45,38,Unmarried,Bihar,Central,Student,Home,7,5432,Delivered,207
1002951,Neha Agarwal,1430,F,36-45,42,Married,Haryana,Central,Business,Home,2,24555,Pending,344
1001248,Vikas Chopra,8484,M,36-45,40,Married,Uttar Pradesh,South,IT,Clothing,6,32086,Delivered,665
1001977,Vivaan Patel,4472,M,26-35,29,Unmarried,Delhi,North,Healthcare,Sports,7,9038,Cancelled,360
1007005,Karan Singh,9547,M,26-35,31,Unmarried,Karnataka,West,Govt,Grocery,7,26812,Returned,387
1003145,Suresh Sharma,4163,M,46-55,48,Married,Uttar Pradesh,North,Healthcare,Electronics,5,39530,Pending,592
1002557,Kavya Sharma,1305,F,36-45,42,Married,Haryana,East,Govt,Sports,3,15549,Cancelled,911
1002620,Aditya Mishra,5326,M,36-45,36,Married,Karnataka,South,Business,Clothing,3,34649,Delivered,778
1005082,Vivaan Verma,8463,M,46-55,50,Married,Maharashtra,West,Education,Grocery,6,39466,Pending,186
1005540,Neha Mehta,9124,F,26-35,30,Married,Maharashtra,West,Student,Clothing,9,16901,Pending,609
1001280,Rahul Yadav,9610,M,46-55,49,Married,Bihar,East,Education,Sports,5,33302,Pending,642
1004670,Raj Joshi,7026,M,26-35,26,Married,Uttar Pradesh,East,Education,Sports,2,36427,Cancelled,321
1003209,Kavya Mishra,2444,F,18-25,20,Married,Delhi,North,Business,Home,4,10347,Delivered,952
1005636,Aditya Gupta,9795,M,46-55,46,Married,Karnataka,Central,Student,Home,6,14356,Returned,170
1006483,Suman Das,1049,F,18-25,21,Unmarried,Maharashtra,Central,Student,Sports,6,36734,Delivered,697
1003254,Rohan Gupta,1993,M,46-55,48,Unmarried,Uttar Pradesh,North,Education,Grocery,3,28252,Returned,111
1001352,Aarav Verma,2163,M,46-55,55,Unmarried,Bihar,West,Education,Electronics,8,2298,Cancelled,253
1001003,Neha Mishra,6482,F,46-55,55,Unmarried,Gujarat,South,Govt,Clothing,5,35256,Pending,619
1004848,Amit Mehta,3627,M,36-45,38,Unmarried,Uttar Pradesh,West,Govt,Home,8,39626,Cancelled,541
1006351,Anita Kapoor,1760,F,26-35,26,Married,Karnataka,South,Education,Home,4,44993,Returned,719
1005358,Karan Iyer,4044,M,26-35,27,Unmarried,Kerala,East,Govt,Sports,2,1198,Pending,525
1004503,Riya Singh,6055,F,46-55,54,Unmarried,Uttar Pradesh,Central,Student,Sports,2,44561,Cancelled,620
1000931,Kavya Reddy,2659,F,46-55,47,Married,Uttar Pradesh,Central,Healthcare,Sports,6,28082,Delivered,692
1003925,Deepak Patel,8989,M,18-25,25,Unmarried,Delhi,Central,Healthcare,Sports,5,30346,Returned,571
1000981,Deepak Iyer,9504,M,36-45,40,Married,Uttar Pradesh,Central,Student,Sports,6,48165,Delivered,153
1002120,Vikas Iyer,7395,M,18-25,24,Unmarried,Delhi,West,IT,Electronics,3,45576,Delivered,126
1003034,Anita Reddy,4680,F,36-45,38,Unmarried,Delhi,East,Education,Sports,8,26900,Pending,383
1006621,Nitin Verma,1290,M,46-55,55,Unmarried,Maharashtra,South,Education,Clothing,4,14174,Cancelled,688
1004133,Suresh Mehta,1217,M,55+,59,Married,Uttar Pradesh,East,Student,Grocery,5,34230,Returned,600
1005007,Vikas Sharma,7532,M,26-35,32,Unmarried,Karnataka,East,IT,Electronics,2,2159,Cancelled,600
1002530,Anita Mehta,5838,F,46-55,51,Unmarried,Uttar Pradesh,Central,Govt,Electronics,4,26001,Pending,326
1005444,Mohit Yadav,9617,M,46-55,46,Married,Andhra Pradesh,East,IT,Clothing,1,6310,Pending,318
1004707,Aarav Khanna,2822,M,26-35,35,Unmarried,Madhya Pradesh,North,Student,Grocery,3,44694,Returned,454
1000143,Vikas Malhotra,3814,M,46-55,46,Married,Gujarat,South,Student,Clothing,9,46354,Delivered,904
1002271,Deepak Reddy,8075,M,26-35,35,Unmarried,Madhya Pradesh,South,Business,Home,3,49768,Delivered,382
1000200,Pooja Bansal,7082,F,46-55,46,Unmarried,Delhi,West,Healthcare,Home,4,42806,Delivered,334
1001384,Pooja Kumar,4243,F,36-45,45,Married,Kerala,West,Healthcare,Electronics,9,33649,Returned,321
1004626,Raj Singh,4823,M,46-55,46,Unmarried,Maharashtra,North,Business,Home,3,24160,Delivered,930
1000083,Mohit Nair,5835,M,55+,60,Unmarried,Uttar Pradesh,West,Education,Clothing,9,7788,Pending,453
1003756,Anita Singh,2467,F,26-35,30,Unmarried,Andhra Pradesh,South,Student,Electronics,1,25325,Delivered,717
1001809,Priya Yadav,4087,F,46-55,55,Married,Bihar,East,IT,Clothing,6,15721,Delivered,124
1000813,Aarav Gupta,8697,M,36-45,45,Married,Karnataka,East,Business,Sports,7,6725,Returned,109
1003027,Aarav Singh,2563,M,55+,56,Married,Uttar Pradesh,West,Govt,Electronics,7,14657,Pending,761
1004426,Vivaan Nair,4140,M,26-35,28,Unmarried,Maharashtra,West,Student,Home,5,9781,Cancelled,203
1003691,Vikas Chopra,3528,M,26-35,28,Unmarried,Bihar,West,Healthcare,Grocery,4,35591,Delivered,429
1006239,Suresh Kumar,4952,M,36-45,36,Unmarried,Karnataka,East,Business,Sports,4,24880,Delivered,548
1003804,Suman Gupta,6143,F,46-55,47,Married,Bihar,Central,Education,Grocery,9,17351,Cancelled,801
1006662,Suresh Sharma,7585,M,46-55,53,Married,Delhi,Central,Education,Grocery,5,23936,Delivered,494
1006587,Rohan Yadav,2045,M,26-35,26,Unmarried,Karnataka,East,Govt,Sports,4,7534,Cancelled,307
1005475,Amit Mishra,7075,M,46-55,50,Unmarried,Maharashtra,South,Govt,Electronics,7,2139,Delivered,759
1001995,Riya Sharma,3507,F,46-55,51,Unmarried,Gujarat,Central,Business,Clothing,2,15281,Delivered,218
1005419,Rohan Nair,6165,M,26-35,28,Unmarried,Delhi,North,Student,Home,5,19195,Returned,926
1001535,Raj Verma,7610,M,18-25,22,Unmarried,Madhya Pradesh,West,Govt,Grocery,3,24331,Pending,150
1006513,Vivaan Sharma,6619,M,55+,59,Married,Maharashtra,South,Education,Sports,3,9822,Pending,945
1004868,Suresh Yadav,5053,M,26-35,29,Married,Uttar Pradesh,West,Business,Electronics,8,13351,Returned,942
1002698,Aditya Yadav,3876,M,36-45,42,Married,Delhi,Central,Healthcare,Grocery,2,30121,Returned,866
1002292,Neha Chopra,3763,F,26-35,28,Married,Maharashtra,East,IT,Clothing,5,22310,Pending,804
1001095,Amit Joshi,6219,M,46-55,52,Unmarried,Maharashtra,South,Student,Grocery,4,35937,Returned,348
1003463,Suman Mishra,8262,F,36-45,40,Unmarried,Madhya Pradesh,West,Student,Electronics,2,35151,Cancelled,411
1006104,Deepak Chopra,2143,M,26-35,29,Married,Uttar Pradesh,Central,Education,Clothing,4,43751,Pending,272
1002537,Anita Bansal,3403,F,36-45,41,Unmarried,Madhya Pradesh,East,Business,Sports,5,3589,Cancelled,648
1000246,Anita Kapoor,7749,F,26-35,35,Married,Maharashtra,West,IT,Sports,1,21495,Delivered,866
1001596,Priya Joshi,3283,F,36-45,36,Married,Uttar Pradesh,North,Student,Home,1,30008,Pending,418
1005141,Aarav Singh,9123,M,26-35,26,Unmarried,Bihar,Central,IT,Electronics,6,31832,Cancelled,707
1002427,Kavya Agarwal,8407,F,26-35,27,Unmarried,Maharashtra,East,IT,Home,6,9595,Delivered,733
1000481,Aarav Yadav,5341,M,36-45,42,Unmarried,Maharashtra,North,Healthcare,Electronics,7,18883,Pending,286
1000307,Suman Reddy,8566,F,26-35,29,Married,Madhya Pradesh,South,Healthcare,Electronics,1,8302,Cancelled,371
1002701,Aarav Sharma,5854,M,26-35,26,Unmarried,Andhra Pradesh,East,Healthcare,Home,7,7324,Returned,511
1006141,Pooja Nair,2021,F,18-25,23,Married,Karnataka,East,Healthcare,Home,6,18868,Cancelled,509
1001833,Priya Patel,1078,F,36-45,44,Married,Uttar Pradesh,West,Education,Home,4,46559,Pending,344
1005954,Nitin Singh,2837,M,55+,60,Married,Karnataka,South,Healthcare,Electronics,1,9875,Delivered,601
1001670,Deepak Joshi,4300,M,46-55,55,Unmarried,Jharkhand,Central,Education,Electronics,9,8074,Pending,476
1001377,Rahul Chopra,5137,M,26-35,35,Married,Madhya Pradesh,Central,IT,Clothing,1,35857,Cancelled,862
1003668,Priya Iyer,9904,F,18-25,25,Unmarried,Bihar,North,Student,Electronics,8,13295,Cancelled,354
1006485,Anita Singh,7332,F,46-55,53,Unmarried,Madhya Pradesh,South,Student,Home,6,28986,Returned,911
1000536,Suman Kapoor,4933,F,36-45,38,Married,Madhya Pradesh,North,Govt,Clothing,2,26306,Returned,462
1004813,Nitin Khanna,6847,M,46-55,53,Married,Uttar Pradesh,East,Business,Electronics,3,41405,Returned,475
1006059,Rahul Bansal,4714,M,26-35,31,Unmarried,Maharashtra,Central,Govt,Clothing,5,18998,Delivered,465
1005134,Aarav Reddy,7399,M,36-45,43,Married,Uttar Pradesh,West,Education,Sports,9,36736,Returned,149
1003858,Karan Gupta,6548,M,26-35,27,Married,Delhi,West,Student,Home,9,39632,Delivered,246
1000960,Karan Das,8351,M,36-45,45,Married,Maharashtra,Central,Business,Home,7,45808,Pending,764
1006254,Rahul Sharma,7370,M,18-25,23,Unmarried,Uttar Pradesh,Central,Education,Sports,6,27471,Cancelled,376
1002988,Rahul Nair,9170,M,55+,57,Unmarried,Maharashtra,North,Healthcare,Clothing,7,44790,Returned,429
1000929,Neha Patel,3640,F,46-55,54,Married,Uttar Pradesh,East,Govt,Clothing,9,7137,Delivered,538
1005000,Pooja Gupta,4124,F,36-45,45,Unmarried,Gujarat,South,Student,Home,4,10081,Pending,255
1001341,Deepak Sharma,7263,M,18-25,23,Married,Haryana,West,Healthcare,Clothing,5,6058,Pending,226
1003442,Raj Verma,2350,M,26-35,29,Married,Maharashtra,South,Business,Grocery,3,28814,Returned,664
1001742,Amit Joshi,9433,M,26-35,33,Married,Delhi,West,Govt,Electronics,5,923,Returned,383
1000391,Deepak Mishra,3681,M,46-55,55,Unmarried,Uttar Pradesh,South,IT,Grocery,3,29333,Delivered,553
1006862,Amit Yadav,6813,M,26-35,33,Unmarried,Bihar,South,Student,Sports,2,48411,Cancelled,501
1000949,Aditya Iyer,9321,M,26-35,29,Unmarried,Karnataka,South,Govt,Home,5,33498,Cancelled,235
1005942,Suresh Kumar,3186,M,55+,57,Unmarried,Uttar Pradesh,West,Business,Grocery,6,5412,Pending,357
1005101,Suman Singh,4510,F,26-35,35,Unmarried,Uttar Pradesh,Central,Business,Home,2,1081,Delivered,414
1003066,Karan Verma,2881,M,26-35,33,Unmarried,Gujarat,North,Student,Sports,3,14297,Returned,817
1006913,Karan Agarwal,1875,M,26-35,28,Married,Karnataka,East,Education,Clothing,3,29980,Pending,145
1005119,Aarav Gupta,9699,M,55+,57,Unmarried,Madhya Pradesh,West,Business,Home,4,22612,Delivered,958
1000317,Deepak Kumar,1170,M,46-55,52,Unmarried,Bihar,North,Govt,Clothing,3,7510,Returned,620
1003214,Aditya Nair,3267,M,46-55,52,Married,Madhya Pradesh,North,Business,Sports,6,3682,Pending,880
1000779,Riya Patel,3354,F,36-45,42,Married,Andhra Pradesh,East,Healthcare,Sports,3,28208,Delivered,800
1004906,Priya Khanna,7938,F,26-35,30,Unmarried,Haryana,West,Healthcare,Sports,9,38327,Returned,840
1002658,Nitin Patel,2664,M,55+,59,Married,Maharashtra,East,Student,Electronics,8,15612,Pending,888
1005425,Rahul Sharma,6975,M,36-45,45,Unmarried,Maharashtra,Central,Business,Grocery,9,37188,Returned,531
1005173,Kavya Iyer,3219,F,46-55,49,Married,Uttar Pradesh,East,Healthcare,Grocery,9,14786,Delivered,834
1001910,Raj Bansal,9694,M,55+,58,Unmarried,Karnataka,South,Education,Grocery,3,44972,Returned,187
1001813,Pooja Agarwal,2470,F,26-35,27,Unmarried,Madhya Pradesh,North,Govt,Grocery,3,19623,Returned,221
1002171,Vikas Joshi,8262,M,18-25,22,Unmarried,Himachal Pradesh,East,Healthcare,Clothing,9,14851,Cancelled,223
1005122,Deepak Mishra,5271,M,26-35,29,Married,Uttar Pradesh,East,Student,Home,4,4586,Delivered,677
1002908,Neha Das,6808,F,36-45,41,Married,Uttar Pradesh,South,Business,Clothing,9,28963,Returned,353
1001387,Mohit Chopra,5393,M,26-35,34,Unmarried,Karnataka,Central,Student,Grocery,5,1576,Pending,666
1005563,Amit Yadav,9236,M,26-35,31,Married,Uttar Pradesh,West,Education,Clothing,9,1212,Pending,124
1003651,Suresh Bansal,4357,M,26-35,33,Unmarried,Karnataka,Central,IT,Sports,4,41494,Delivered,639
1002630,Riya Malhotra,9982,F,36-45,36,Married,Maharashtra,East,Business,Sports,3,30822,Delivered,111
1004976,Anita Mishra,4985,F,46-55,50,Married,Maharashtra,West,Education,Home,8,15425,Pending,796
1004663,Neha Mishra,9022,F,26-35,27,Married,Maharashtra,West,Student,Sports,4,35773,Delivered,979
1001057,Neha Khanna,9041,F,26-35,29,Unmarried,Uttar Pradesh,North,Healthcare,Electronics,4,31089,Delivered,441
1006826,Suresh Malhotra,2942,M,46-55,52,Married,Delhi,East,Govt,Electronics,2,19167,Returned,786
1005173,Karan Das,7310,M,26-35,28,Married,Delhi,South,Govt,Clothing,1,36842,Pending,463
1001119,Raj Mehta,7391,M,26-35,26,Unmarried,Karnataka,Central,Education,Electronics,5,4436,Delivered,794
1004520,Karan Bansal,7175,M,46-55,52,Unmarried,Karnataka,Central,Business,Electronics,5,36856,Pending,269
1002663,Mohit Singh,6806,M,36-45,43,Married,Uttar Pradesh,East,Student,Grocery,2,5188,Delivered,880
1006923,Rahul Mehta,8452,M,26-35,30,Married,Andhra Pradesh,East,Healthcare,Grocery,2,36774,Pending,507
1003430,Raj Nair,2162,M,36-45,40,Married,Himachal Pradesh,South,Govt,Home,5,11229,Cancelled,787
1002011,Rahul Gupta,8451,M,36-45,37,Unmarried,Maharashtra,North,Healthcare,Clothing,4,9112,Delivered,576
1001575,Vikas Kumar,5814,M,36-45,36,Unmarried,Karnataka,Central,IT,Sports,8,5058,Delivered,431
1005867,Priya Iyer,1262,F,26-35,32,Married,Uttar Pradesh,West,Healthcare,Electronics,6,17391,Delivered,423
1001055,Karan Iyer,7094,M,46-55,47,Unmarried,Uttar Pradesh,North,IT,Grocery,6,38914,Delivered,569
1004960,Aarav Mehta,2392,M,46-55,49,Married,Uttar Pradesh,South,Healthcare,Clothing,9,13088,Cancelled,861
1002350,Riya Chopra,6044,F,46-55,50,Unmarried,Karnataka,East,Business,Home,7,19545,Delivered,570
1004225,Nitin Bansal,8249,M,55+,60,Married,Uttar Pradesh,Central,Govt,Home,1,38995,Delivered,604
1001264,Rohan Gupta,8379,M,26-35,27,Unmarried,Uttar Pradesh,West,Business,Home,5,41522,Delivered,962
1003883,Mohit Kumar,6726,M,26-35,29,Married,Gujarat,East,Govt,Electronics,2,14525,Pending,482
1006045,Amit Khanna,7624,M,46-55,54,Unmarried,Gujarat,South,Education,Home,1,41712,Cancelled,598
1005557,Pooja Sharma,3046,F,36-45,36,Married,Karnataka,North,Govt,Home,3,8608,Pending,867
1005846,Neha Kumar,1222,F,46-55,47,Unmarried,Madhya Pradesh,East,IT,Home,6,47861,Cancelled,808
1005784,Nitin Iyer,7680,M,18-25,24,Unmarried,Delhi,Central,Govt,Sports,8,49018,Delivered,233
1001689,Amit Gupta,3203,M,18-25,22,Unmarried,Uttar Pradesh,East,Govt,Electronics,7,2431,Cancelled,408
1000935,Vivaan Singh,2236,M,36-45,45,Married,Haryana,East,IT,Clothing,8,21232,Delivered,620
1000750,Suman Mishra,8579,F,26-35,27,Married,Delhi,Central,Education,Sports,7,43368,Returned,286
1001979,Nitin Reddy,2689,M,18-25,23,Married,Karnataka,North,Education,Grocery,2,13039,Pending,602
1000620,Aditya Chopra,2937,M,36-45,36,Married,Kerala,Central,Education,Electronics,7,5818,Returned,907
1005868,Kavya Mishra,5335,F,26-35,35,Married,Maharashtra,Central,Healthcare,Home,9,13709,Pending,638
1005474,Riya Gupta,4407,F,26-35,26,Married,Uttar Pradesh,South,Healthcare,Clothing,3,7437,Cancelled,979
1002999,Neha Agarwal,5410,F,18-25,22,Unmarried,Maharashtra,Central,Education,Grocery,2,27955,Cancelled,694
1001141,Riya Iyer,3230,F,36-45,39,Married,Uttarakhand,South,Govt,Electronics,5,49953,Delivered,739
1000031,Raj Bansal,6185,M,55+,57,Married,Andhra Pradesh,East,Business,Electronics,2,46649,Returned,741
1004060,Raj Bansal,4588,M,26-35,27,Married,Maharashtra,East,Govt,Clothing,1,36787,Pending,704
1006012,Vikas Patel,8775,M,18-25,25,Married,Maharashtra,East,Govt,Clothing,7,27560,Delivered,770
1003926,Anita Malhotra,8247,F,46-55,55,Married,Maharashtra,South,Healthcare,Sports,9,21895,Cancelled,674
1002163,Neha Kapoor,8741,F,46-55,55,Unmarried,Bihar,West,Student,Grocery,6,3226,Cancelled,109
1006062,Suman Bansal,9594,F,26-35,29,Unmarried,Karnataka,South,Govt,Electronics,3,33887,Returned,660
1006445,Nitin Verma,9904,M,26-35,32,Married,Karnataka,South,Healthcare,Sports,3,49702,Delivered,714
1006232,Mohit Das,1101,M,26-35,29,Unmarried,Delhi,Central,Healthcare,Sports,9,15646,Delivered,343
1001128,Vikas Kumar,4613,M,26-35,27,Unmarried,Delhi,North,Govt,Clothing,7,36512,Returned,650
1005016,Kavya Malhotra,1391,F,26-35,26,Unmarried,Uttar Pradesh,South,Healthcare,Grocery,6,19363,Pending,125
1005555,Raj Patel,3563,M,26-35,35,Married,Maharashtra,South,Business,Grocery,8,30022,Delivered,212
1004198,Kavya Khanna,2062,F,26-35,28,Married,Gujarat,South,Business,Clothing,5,20004,Returned,977
1006479,Raj Iyer,8037,M,46-55,51,Married,Haryana,West,Govt,Electronics,8,32854,Cancelled,885
1005167,Aditya Mishra,4497,M,26-35,26,Married,Maharashtra,East,Healthcare,Grocery,2,2799,Delivered,882
1006431,Priya Verma,2645,F,46-55,54,Unmarried,Delhi,East,Govt,Electronics,7,38239,Cancelled,134
1002935,Priya Singh,3106,F,36-45,40,Married,Maharashtra,West,Govt,Electronics,5,27906,Returned,101
1004567,Vikas Khanna,6288,M,26-35,34,Married,Andhra Pradesh,Central,Govt,Home,5,27616,Cancelled,702
1004538,Pooja Malhotra,5609,F,36-45,43,Married,Uttar Pradesh,South,Healthcare,Sports,3,42746,Pending,247
1007003,Nitin Sharma,1401,M,26-35,35,Married,Madhya Pradesh,West,Business,Electronics,2,26158,Cancelled,321
1001378,Aditya Sharma,1182,M,26-35,29,Married,Uttar Pradesh,East,Education,Electronics,7,22179,Pending,393
1003282,Mohit Chopra,8681,M,46-55,48,Unmarried,Uttar Pradesh,East,Student,Sports,9,26486,Delivered,705
1001651,Karan Bansal,9469,M,26-35,30,Unmarried,Himachal Pradesh,West,Student,Grocery,6,1730,Returned,138
1000109,Mohit Mehta,9750,M,26-35,34,Unmarried,Madhya Pradesh,North,Education,Grocery,7,15970,Pending,867
1006014,Suman Yadav,9421,F,46-55,54,Unmarried,Gujarat,West,Student,Clothing,5,20883,Pending,749
1000088,Aditya Mehta,7797,M,36-45,37,Married,Uttar Pradesh,West,Student,Home,3,36753,Returned,817
1000135,Anita Bansal,8492,F,26-35,30,Unmarried,Uttar Pradesh,South,Education,Grocery,3,44871,Delivered,341
1000781,Neha Sharma,2622,F,26-35,26,Married,Jharkhand,South,Govt,Sports,4,41819,Cancelled,873
1006678,Mohit Malhotra,5968,M,18-25,23,Married,Madhya Pradesh,South,Student,Clothing,3,2667,Delivered,187
1000587,Vivaan Sharma,9482,M,26-35,27,Married,Uttar Pradesh,South,Govt,Home,6,11580,Returned,989
1003063,Rohan Agarwal,1941,M,26-35,31,Unmarried,Delhi,Central,Student,Home,4,14959,Cancelled,122
1001519,Nitin Das,1861,M,26-35,31,Married,Maharashtra,East,Healthcare,Sports,7,3104,Cancelled,282
1002665,Suman Iyer,2129,F,26-35,35,Unmarried,Maharashtra,North,Student,Clothing,9,41346,Cancelled,444
1002008,Vivaan Agarwal,1140,M,36-45,42,Married,Gujarat,Central,Govt,Grocery,6,33580,Cancelled,518
1002467,Mohit Gupta,2478,M,26-35,31,Married,Maharashtra,West,Education,Sports,9,11465,Delivered,121
1006208,Anita Malhotra,3947,F,36-45,40,Married,Madhya Pradesh,Central,Student,Clothing,3,36703,Returned,163
1000515,Rahul Verma,3237,M,26-35,35,Married,Uttar Pradesh,Central,IT,Electronics,8,11875,Pending,788
1005567,Raj Reddy,4432,M,26-35,27,Unmarried,Uttar Pradesh,West,Student,Sports,9,8785,Pending,485
1004670,Anita Sharma,2530,F,36-45,36,Married,Andhra Pradesh,Central,Education,Grocery,5,2853,Pending,263
1001959,Neha Singh,1508,F,36-45,44,Married,Delhi,West,Healthcare,Home,2,45998,Cancelled,511
1003261,Mohit Agarwal,6461,M,26-35,32,Married,Uttar Pradesh,North,IT,Electronics,6,2231,Delivered,400
1004313,Raj Nair,8634,M,26-35,28,Married,Uttar Pradesh,South,Business,Sports,8,40358,Returned,235
1004292,Rohan Mishra,8072,M,26-35,35,Married,Andhra Pradesh,North,Business,Clothing,6,48956,Delivered,885
1006446,Raj Gupta,6904,M,55+,58,Married,Andhra Pradesh,North,Student,Grocery,1,29161,Cancelled,226
1003285,Rahul Mehta,2708,M,46-55,50,Unmarried,Karnataka,East,IT,Electronics,1,25657,Pending,840
1000657,Mohit Gupta,9280,M,55+,60,Married,Uttar Pradesh,East,Healthcare,Grocery,4,25330,Pending,663
1004361,Nitin Kapoor,4698,M,46-55,51,Unmarried,Delhi,West,Student,Sports,9,16048,Cancelled,854
1000590,Karan Sharma,1365,M,46-55,51,Married,Uttarakhand,Central,Govt,Home,3,26958,Cancelled,376
1006864,Rohan Sharma,8824,M,26-35,33,Unmarried,Haryana,East,Education,Electronics,1,31034,Delivered,443
1001244,Aarav Yadav,9653,M,26-35,32,Married,Madhya Pradesh,North,Healthcare,Sports,5,15431,Pending,825
1006486,Rahul Singh,6542,M,26-35,32,Unmarried,Uttar Pradesh,Central,Govt,Sports,7,34320,Cancelled,268
1004563,Anita Agarwal,5010,F,46-55,47,Married,Madhya Pradesh,North,Education,Grocery,2,9835,Cancelled,697
1004833,Vivaan Mehta,7082,M,26-35,31,Married,Delhi,East,Business,Clothing,9,39120,Returned,913
1000616,Deepak Agarwal,8714,M,55+,56,Married,Uttar Pradesh,East,Student,Sports,1,26740,Cancelled,198
1005082,Neha Verma,3009,F,36-45,36,Married,Delhi,South,IT,Home,4,42476,Returned,968
1006480,Vikas Malhotra,1432,M,18-25,24,Unmarried,Telangana,Central,Healthcare,Grocery,9,37005,Delivered,144
1000846,Pooja Nair,1755,F,26-35,30,Married,Andhra Pradesh,North,Education,Electronics,5,42853,Returned,780
1005544,Vikas Khanna,7567,M,36-45,45,Married,Andhra Pradesh,Central,IT,Grocery,1,10657,Delivered,952
1003835,Riya Khanna,4157,F,18-25,22,Unmarried,Karnataka,East,IT,Electronics,3,31341,Cancelled,496
1005520,Vivaan Nair,7452,M,18-25,24,Married,Maharashtra,South,Education,Home,8,3285,Returned,994
1000081,Karan Agarwal,1277,M,36-45,45,Married,Uttar Pradesh,North,IT,Home,3,2863,Returned,693
1002279,Suman Joshi,1733,F,36-45,45,Married,Haryana,South,Govt,Home,1,46812,Cancelled,352
1001654,Karan Agarwal,4304,M,18-25,22,Married,Delhi,South,Healthcare,Sports,5,6080,Returned,482
1004630,Kavya Khanna,1094,F,46-55,48,Unmarried,Kerala,Central,Healthcare,Electronics,8,43666,Pending,101
1004541,Amit Gupta,6225,M,36-45,42,Married,Maharashtra,Central,IT,Electronics,3,35719,Returned,135
1002436,Rohan Gupta,9007,M,36-45,44,Unmarried,Madhya Pradesh,West,Business,Home,4,26716,Delivered,545
1004987,Anita Gupta,9997,F,36-45,44,Married,Maharashtra,East,Education,Electronics,7,39260,Pending,892
1000655,Raj Reddy,5366,M,36-45,39,Married,Uttar Pradesh,South,IT,Grocery,5,23235,Returned,127
1003723,Pooja Mishra,3179,F,46-55,55,Unmarried,Karnataka,Central,Student,Electronics,4,20326,Delivered,515
1000889,Pooja Bansal,2562,F,46-55,47,Married,Maharashtra,South,Student,Electronics,1,44859,Returned,631
1004529,Aditya Nair,8498,M,18-25,22,Unmarried,Himachal Pradesh,Central,Healthcare,Sports,6,25012,Cancelled,659
1006322,Kavya Gupta,6987,F,36-45,41,Married,Uttar Pradesh,West,Healthcare,Sports,6,20484,Delivered,938
1002477,Aarav Kapoor,1987,M,36-45,45,Married,Andhra Pradesh,West,Business,Electronics,1,10389,Delivered,877
1000687,Priya Yadav,9559,F,46-55,52,Unmarried,Delhi,North,Education,Sports,9,25765,Cancelled,579
1000182,Amit Kapoor,4741,M,26-35,26,Married,Karnataka,West,Business,Sports,9,11781,Delivered,714
1000746,Rahul Das,4815,M,36-45,43,Married,Bihar,Central,Healthcare,Clothing,4,17522,Delivered,295
1000751,Vivaan Singh,8381,M,46-55,46,Married,Haryana,West,IT,Electronics,9,45507,Delivered,218
1005608,Raj Sharma,5894,M,18-25,24,Married,Maharashtra,West,Govt,Home,8,557,Returned,824
1003905,Priya Yadav,1976,F,26-35,31,Unmarried,Uttarakhand,East,Govt,Clothing,6,39546,Returned,202
1005081,Suman Chopra,1212,F,46-55,52,Unmarried,Uttar Pradesh,Central,Govt,Clothing,3,16832,Returned,994
1000620,Aarav Verma,6098,M,26-35,32,Married,Madhya Pradesh,West,Healthcare,Electronics,3,31688,Returned,851
1002446,Amit Kapoor,2829,M,36-45,38,Married,Andhra Pradesh,East,IT,Clothing,8,1861,Returned,381
1006499,Aditya Khanna,4510,M,55+,58,Unmarried,Uttar Pradesh,North,IT,Electronics,7,18351,Pending,582
1001109,Raj Yadav,4516,M,26-35,33,Unmarried,Uttar Pradesh,Central,Healthcare,Sports,9,27464,Cancelled,402
1000940,Neha Das,2406,F,46-55,52,Unmarried,Maharashtra,Central,Govt,Home,2,38933,Delivered,108
1003079,Aarav Kumar,4449,M,26-35,29,Unmarried,Uttar Pradesh,Central,IT,Grocery,9,41872,Delivered,157
1006768,Raj Bansal,5577,M,46-55,46,Married,Uttar Pradesh,South,IT,Electronics,9,5348,Returned,851
